F-AA-001,172.6,0.0,478129
F-CW-001,37.88548351036856,116.59952889778582,4699358
F-FT-001,-95.1403985384938,69.12354566959485,2505450
F-IQ-001,-100.80351749911844,-73.23804243564213,5140911
F-LN-001,36.031381544118844,-110.89318980001491,614230
#
P-AA-002,184.6,0.0,7763307
P-AA-003,188.6,0.0,2751718
P-AA-004,242.6,0.0,4042958
P-AA-005,283.6,0.0,3500388
P-AA-006,291.6,0.0,5665471
P-AA-007,293.70000000000005,0.0,1548919
P-AA-008,330.6,0.0,7245368
P-AA-009,353.6,0.0,4090227
P-AA-010,401.6,0.0,436918
P-AA-011,407.6,0.0,1138078
P-AA-012,429.6,0.0,3525870
P-AA-013,440.6,0.0,4164418
P-AA-014,497.6,0.0,1690496
P-AB-001,137.57904285351944,2.401451125770211,4593651
P-AB-002,225.56564002728186,3.93726289225116,279492
P-AB-003,237.56381236915857,4.146691769498562,1244735
P-AB-004,247.56228932072247,4.321215833871397,5418938
P-AB-005,280.5572632608834,4.897145246301754,5050725
P-AB-006,282.65694342071185,4.93379529982005,4600961
P-AB-007,366.54416504433306,6.398052199908136,989387
P-AB-008,368.6438452041615,6.4347022534264315,849662
P-AB-009,372.5432512152714,6.502766638531837,2418989
P-AB-010,374.64293137509986,6.539416692050133,4780167
P-AB-011,376.7426115349283,6.576066745568428,7233836
P-AB-012,426.5350267537165,7.445196586145147,6499504
P-AB-013,428.63470691354496,7.481846639663442,3534967
P-AB-014,467.5287822551286,8.16074525007377,8060413
P-AC-001,135.51739614378937,4.732371752859131,1378982
P-AC-002,186.48632832176327,6.512246084686681,2839613
P-AC-003,188.58504905850336,6.5855350277619324,2893498
P-AC-004,264.43881282925275,9.234406827481758,143314
P-AC-005,281.4284568885774,9.827698271424273,5250650
P-AC-006,313.4089633531884,10.944482165904304,6882009
P-AC-007,315.5076840899286,11.017771108979558,1569805
P-AC-008,357.38215974202865,12.480060020814348,3288234
P-AC-009,367.3760680122196,12.829054987839356,5657422
P-AC-010,371.373631320296,12.96865297464936,581351
P-AC-011,430.3376901144227,15.027723280096918,226453
P-AC-012,462.3181965790337,16.144507174576948,2320712
P-AC-013,482.30601311941564,16.84249710862697,2622111
P-AC-014,486.30357642749203,16.98209509543697,6495683
P-AD-001,163.3757918858483,8.56216244134561,6059644
P-AD-002,166.371680490112,8.71917031007444,3059974
P-AD-003,168.4688025130966,8.829075818184624,3028065
P-AD-004,172.36345769863945,9.033186047532105,6469116
P-AD-005,194.33330746324006,10.184577084876869,2581746
